Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.NOV/2019;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.DEZ/2018;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
10006502;MEIO CULT HEMOC PEDIATRICA PLUS F BD;0,000;0,000;0,000;FR;9,20;0,00;0,576;0,000;ZROH;VV;005;0,0;21,0;DA04;ARMAZEM-PE;2;0;2;A;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;3,000;0,200;5,000;4,000;4,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;11,000;;0;0,00;0,00;;0,000;0,000;15,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;29/11/2019;31/12/9999;1,000;5500001368;03/12/2019;31/12/9999;1,000;5500001368;10/12/2019;31/12/9999;1,000;;;;311;324;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;442020;
10007777;SAF CONSERVANT P/FEZES 50ML COPROPLUS;0,000;0,000;0,000;UN;2,32;0,00;0,000;0,000;ZROH;VV;005;0,0;999,0;;;2;0;2;A;Z1;100,000;0,000;0,000;100,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;311;351;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;NL.CPU.SAF /S;
10007863;COLORGRAN COLORACAO AMINAS HEMOGRAM;0,000;0,000;0,000;KIT;143,22;0,00;2,876;0,000;ZROH;VV;005;0,0;18,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;13,000;1,000;25,000;20,000;19,252;24,065;19,252;@3J@;;0;;;;0,000;0,000;;0,00;113,000;;0;0,00;0,00;;3,000;7,000;3,000;5,000;0,000;7,000;4,000;6,000;24,000;18,000;30,000;10,000;5500001368;29/11/2019;31/12/9999;4,000;5500001368;02/12/2019;31/12/9999;1,000;5300124076;29/11/2019;03/12/2019;2,000;;;;190;222;@08@;0,000;0;@0A@;2,000;3,0;@08@;0,000;00;LIBERADO;HMG010606489EN;10007138
10008318;CTR LYPHOCHEK QUANT URINA NV1 NORMAL;0,000;0,000;0,000;KIT;277,63;0,00;0,240;0,000;ZROH;VV;005;0,0;17,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;1,000;0,083;2,085;1,668;1,668;2,085;1,668;@3J@;;0;;;;0,000;0,000;;0,00;10,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;0,000;5,000;0,000;0,000;5500001368;29/11/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;376;
10008347;CTR LYPHOCHEK QUANT URINA NV2 NORMAL;0,000;0,000;0,000;KIT;271,48;0,00;0,000;0,000;ZROH;VV;005;0,0;20,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;DIA;DIARIO;DA04;97,0;1,000;0,100;2,500;2,000;2,000;2,500;2,000;@3J@;;0;;;;0,000;0,000;;0,00;12,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;0,000;2,000;2,000;1,000;5500001368;29/11/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;377;
10008428;DISCO CLORANFEN 30MCG C/50;0,000;0,000;0,000;FR;90,78;0,00;0,144;0,000;ZROH;VV;006;0,0;28,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,050;1,250;1,000;1,000;1,250;1,000;@3J@;;0;;;;0,000;0,000;;0,00;5,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;2,000;0,000;5500001368;26/11/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;194;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;1625;
10008545;COL URINA 24HS AMBAR 2L CRAL;0,000;0,000;0,000;UN;2,83;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;006;Cobertura 6 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;CLT24H2LA;10006168
10008633;GLUTOL LIQ LIMAO 75G 300ML;0,000;0,000;0,000;FR;2,89;0,00;0,036;0,000;ZROH;VV;006;0,0;111,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,013;0,315;0,252;0,189;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;29/11/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;610667;
10008778;COL PERFURO CORTANTE 13L DESCARPACK;0,000;0,000;0,000;UN;4,68;0,00;1,400;0,000;ZROH;VV;005;0,0;17,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;6,000;0,488;12,190;9,752;9,752;12,190;9,752;@3J@;;0;;;;0,000;0,000;;0,00;56,000;;0;0,00;0,00;;0,000;1,000;6,000;2,000;7,000;5,000;6,000;6,000;12,000;10,000;10,000;13,000;5500001368;29/11/2019;31/12/9999;2,000;5500001368;02/12/2019;31/12/9999;1,000;5500001368;04/12/2019;31/12/9999;1,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;150027;
10008837;PONT GILSON 0.1-10UL C/1000 CRAL;0,000;0,000;0,000;PAC;25,00;0,00;0,000;0,000;ZROH;ZM;005;0,0;999,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;SES;PE - SEG SEMANAL;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;18261;
10009056;PL AGAR SANG CARN 90MM C/10 BMX;0,000;0,000;0,000;PAC;28,18;0,00;0,000;0,000;ZROH;VV;006;0,0;999,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;20,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;93,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5300088773;08/01/2019;10/01/2019;20,000;;;;0,000;;;;0,000;;;;191;191;@08@;0,000;0;@0A@;20,000;999,0;;0,000;00;LIBERADO;35095;
10009266;CURAT ADUL ESTL COPERTINA C/500 CRAL;0,000;0,000;0,000;CX;12,10;0,00;0,036;0,000;ZROH;VV;006;0,0;111,0;DA04;ARMAZEM-PE;2;0;2;A;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,013;0,315;0,252;0,189;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;29/11/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;COPE500;
10009481;TB AMBAR SOROL C/GEL 3.5ML GBO;0,000;0,000;0,000;UN;0,51;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;006;Cobertura 6 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;350,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;454482;
10009570;PINCA ANATOMICA 16CM;7,000;7,000;0,000;UN;25,00;175,00;0,000;0,000;ZROH;ZM;006;999,9;999,9;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,5;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;156;156;@0A@;7,000;994;@08@;0,000;0,0;;0,000;00;LIBERADO;172-16;
10009578;CTR PC UNIV ELEC ROCHE;0,000;0,000;0,000;KIT;99,49;0,00;0,200;0,000;ZROH;VV;022;0,0;0,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;11731416190;
10009636;ALCA SECRE OC DESC ESTL 10UL CRAL;0,000;0,000;0,000;UN;0,11;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;006;Cobertura 6 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;4.879,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;189;222;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;182881P;
10009699;CTR DIFFTROL 3NV ABX;0,000;0,000;0,000;KIT;168,00;0,00;9,704;0,000;ZROH;VV;005;0,0;19,0;DA04;ARMAZEM-PE;2;0;2;B;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;47,000;3,375;84,375;67,500;67,500;84,375;67,500;@3J@;;0;;;;0,000;0,000;;0,00;391,000;;0;0,00;0,00;;8,000;30,000;66,000;140,000;90,000;90,000;74,000;85,000;100,000;80,000;60,000;50,000;5500001368;29/11/2019;31/12/9999;14,000;5500001368;02/12/2019;31/12/9999;3,000;5300124076;29/11/2019;03/12/2019;10,000;;;;323;330;@08@;0,000;0;@0A@;10,000;4,0;@08@;0,000;00;LIBERADO;2062014;
10009754;SACO AUTOCL C/20 60L CRAL;0,000;0,000;0,000;PAC;21,99;0,00;1,260;0,000;ZROH;VV;012;0,0;16,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;5,000;0,438;10,940;8,752;8,752;2,188;0,000;@3J@;;0;;;;0,000;0,000;;0,00;27,000;;0;0,00;0,00;;0,000;0,000;7,000;0,000;0,000;35,000;0,000;0,000;0,000;0,000;0,000;16,000;5500001368;29/11/2019;31/12/9999;2,000;5500001368;02/12/2019;31/12/9999;1,000;5500001368;04/12/2019;31/12/9999;1,000;;;;194;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;SACO60;
10009797;SWAB PLAST ALG P/ABSOR EST C/100 ABSORVE;0,000;0,000;0,000;CX;11,40;0,00;0,720;0,000;ZROH;VV;012;0,0;17,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,5;3,000;0,250;6,250;5,000;5,000;1,250;0,000;@3J@;;0;;;;0,000;0,000;;0,00;15,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;1,000;20,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;29/11/2019;31/12/9999;1,000;5500001368;02/12/2019;31/12/9999;1,000;5500001368;06/12/2019;31/12/9999;1,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;23007;
10009849;ALCA AM PLAST DESC 1UL CRAL;0,000;0,000;0,000;UN;0,12;0,00;3.105,000;0,000;ZROH;VV;005;0,0;15,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;100,000;0,000;0,000;100,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;11.800,000;1.080,000;27.000,000;21.600,000;21.600,000;27.000,000;21.600,000;@3J@;;0;;;;0,000;0,000;;0,00;125.000,000;;0;0,00;0,00;;7.700,000;10.400,000;9.600,000;6.000,000;17.600,000;23.000,000;23.500,000;27.100,000;28.200,000;21.800,000;19.500,000;23.400,000;5500001368;29/11/2019;31/12/9999;4.200,000;5500001368;02/12/2019;31/12/9999;1.100,000;5500001368;03/12/2019;31/12/9999;1.100,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;182861PA;
10009891;BASOLYSE 5L BC ABX;0,000;0,000;0,000;GL;65,62;0,00;0,000;0,000;ZROH;VV;005;0,0;21,0;DA04;ARMAZEM-PE;2;0;2;B;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;DIA;DIARIO;DA04;99,0;42,000;4,000;100,000;80,000;95,252;119,065;95,252;@3J@;;0;;;;0,000;0,000;;0,00;534,000;;0;0,00;0,00;;17,000;64,000;34,000;47,000;70,000;65,000;75,000;111,000;108,000;103,000;105,000;102,000;5500001368;29/11/2019;31/12/9999;4,000;5500001368;02/12/2019;31/12/9999;4,000;5300124051;29/11/2019;03/12/2019;10,000;;;;318;331;@08@;0,000;0;@0A@;10,000;5,0;@08@;0,000;00;LIBERADO;204050;10007750
10009894;LANCETA MOICROT C/ADAPT SEGUR 1.5X2MM BD;0,000;0,000;0,000;UN;0,79;0,00;7,188;0,000;ZROH;VV;006;0,0;111,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;200,000;0,000;0,000;200,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;200,000;2,500;62,500;50,000;37,500;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;200,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;21/11/2019;31/12/9999;200,000;;;;0,000;;;;0,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;366594;
