Estoque;Centro;Área MRP;Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.NOV/2019;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.DEZ/2018;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
;DA04;;10000941;CX ISOPOR 3L;0,000;0,000;0,000;UN;3,57;0,00;0,000;0,000;ZROH;ZM;018;0,0;999,0;;;14;10;4;C;Z1;12,000;0,000;0,000;12,000;0,000;;;0,000;SES;FORN. SEG - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;040007;
;DA04;;10001112;AGUL C/100 C/TRAVA HIPODERMICA 25X7 BD;114,000;114,000;0,000;CX;56,70;6.463,80;19,680;0,000;ZROH;PD;001;94,3;116,0;;;19;15;4;C;Z1;9,000;0,000;0,000;9,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;30,000;15,000;18,000;18,000;22,000;18,000;@3J@;;0;;;;0,000;0,000;;0,00;18,000;;0;0,00;0,00;;10,000;80,000;116,000;33,000;70,000;31,000;38,000;28,000;4,000;23,000;33,000;18,000;;;;0,000;;;;0,000;;;;0,000;004;;;3;9;@0A@;54,120;55;@08@;0,000;0,0;;0,000;00;LIBERADO;30281864;
;DA04;;10001327;SWAB ALCOOL C/100 BIOSOMA;1.478,000;1.364,000;0,000;CX;3,10;4.581,80;912,180;0,000;ZROH;PD;007;17,2;62,0;;;22;18;4;A;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,5;1.485,000;237,000;1.377,000;1.305,000;1.106,000;1.190,000;1.165,000;@3J@;1016725372;10;;08/01/2020;;278,000;0,000;;0,00;2.630,000;;0;0,00;0,00;;387,000;2.189,000;1.234,000;1.276,000;1.015,000;1.170,000;1.151,000;1.183,000;1.113,000;1.150,000;1.175,000;1.057,000;4500303957;14/11/2019;;261,000;4500308328;25/11/2019;;304,000;4500308329;29/11/2019;;711,000;004;;;1;10;@08@;0,000;0;@0A@;7,000;0,0;;114,000;00;LIBERADO;L-02Y;
;DA04;;10001327;SWAB ALCOOL C/100 BIOSOMA;1.478,000;1.364,000;0,000;CX;3,10;4.581,80;912,180;0,000;ZROH;PD;007;17,2;62,0;;;22;18;4;A;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,5;1.485,000;237,000;1.377,000;1.305,000;1.106,000;1.190,000;1.165,000;@3J@;1016725373;10;;15/01/2020;;281,000;0,000;;0,00;2.630,000;;0;0,00;0,00;;387,000;2.189,000;1.234,000;1.276,000;1.015,000;1.170,000;1.151,000;1.183,000;1.113,000;1.150,000;1.175,000;1.057,000;4500303957;14/11/2019;;261,000;4500308328;25/11/2019;;304,000;4500308329;29/11/2019;;711,000;004;;;1;10;@08@;0,000;0;@0A@;7,000;0,0;;114,000;00;LIBERADO;L-02Y;
;DA04;;10001327;SWAB ALCOOL C/100 BIOSOMA;1.478,000;1.364,000;0,000;CX;3,10;4.581,80;912,180;0,000;ZROH;PD;007;17,2;62,0;;;22;18;4;A;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,5;1.485,000;237,000;1.377,000;1.305,000;1.106,000;1.190,000;1.165,000;@3J@;1016725374;10;;22/01/2020;;256,000;0,000;;0,00;2.630,000;;0;0,00;0,00;;387,000;2.189,000;1.234,000;1.276,000;1.015,000;1.170,000;1.151,000;1.183,000;1.113,000;1.150,000;1.175,000;1.057,000;4500303957;14/11/2019;;261,000;4500308328;25/11/2019;;304,000;4500308329;29/11/2019;;711,000;004;;;1;10;@08@;0,000;0;@0A@;7,000;0,0;;114,000;00;LIBERADO;L-02Y;
;DA04;;10001327;SWAB ALCOOL C/100 BIOSOMA;1.478,000;1.364,000;0,000;CX;3,10;4.581,80;912,180;0,000;ZROH;PD;007;17,2;62,0;;;22;18;4;A;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,5;1.485,000;237,000;1.377,000;1.305,000;1.106,000;1.190,000;1.165,000;@3J@;1016725375;10;;29/01/2020;;283,000;0,000;;0,00;2.630,000;;0;0,00;0,00;;387,000;2.189,000;1.234,000;1.276,000;1.015,000;1.170,000;1.151,000;1.183,000;1.113,000;1.150,000;1.175,000;1.057,000;4500303957;14/11/2019;;261,000;4500308328;25/11/2019;;304,000;4500308329;29/11/2019;;711,000;004;;;1;10;@08@;0,000;0;@0A@;7,000;0,0;;114,000;00;LIBERADO;L-02Y;
;D969;;10001327;SWAB ALCOOL C/100 BIOSOMA;0,000;0,000;0,000;CX;3,50;0,00;0,576;0,000;ZROH;VV;006;0,0;21,0;DA04;ARMAZEM-PE;2;0;2;A;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,5;3,000;0,200;5,000;4,000;3,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;10,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;16,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;29/11/2019;31/12/9999;1,000;5500001368;03/12/2019;31/12/9999;1,000;5500001368;10/12/2019;31/12/9999;1,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;L-02Y;
;DA04;;10001337;TB COAGULA CITRATO SOD 3.2% 3.5ML GBO;12.581,000;12.631,000;-50,000;UN;0,37;4.655,11;402,180;0,000;ZROH;PD;001;999,9;999,9;;;23;19;4;C;Z1;1.200,000;0,000;0,000;1.200,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;0,000;71,000;520,000;696,000;880,000;1.251,000;1.103,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;2.400,000;1.874,000;924,000;600,000;17.202,000;450,000;450,000;500,000;1.219,000;900,000;;;;0,000;;;;0,000;;;;0,000;006;;;2;129;@0A@;12.631,000;957;@08@;0,000;0,0;;0,000;00;LIBERADO;454332;10006521
;D969;;10001754;CLB CFAS HBA1C C/3 2ML ROCHE;0,000;0,000;0,000;KIT;46,07;0,00;0,096;0,000;ZROH;VV;005;0,0;42,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;1,000;0,033;0,835;0,668;1,600;2,000;1,600;@3J@;;0;;;;0,000;0,000;;0,00;8,000;;0;0,00;0,00;;3,000;0,000;2,000;1,000;1,000;1,000;0,000;1,000;1,000;2,000;1,000;2,000;5500001368;26/11/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;311;323;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;4528417190;
;DA04;;10001754;CLB CFAS HBA1C C/3 2ML ROCHE;1,000;1,000;0,000;KIT;46,07;46,07;0,558;0,000;ZROH;PD;022;-3,0;32,0;0020009742;ROCHE DIAGNOSTICA BRASIL LTDA;11;7;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;1,000;1,000;0,000;2,000;2,000;1,000;@3J@;1016651238;10;;18/12/2019;;2,000;0,000;;92,14;7,000;4600003641;1210;46,07;2.000,00;;1,000;3,000;2,000;1,000;1,000;1,000;0,000;1,000;1,000;2,000;1,000;2,000;;;;0,000;;;;0,000;;;;0,000;002;;;17;9;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;4528417190;
;DA04;;10002291;DISCO LINEZOLID 30MCG C/50;0,000;0,000;0,000;FR;9,04;0,00;0,000;0,000;ZROH;PD;001;0,0;999,0;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;QUS;FORN. QUI - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;3,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;183;183;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;1660;
;D969;;10002291;DISCO LINEZOLID 30MCG C/50;0,000;0,000;0,000;FR;9,05;0,00;0,000;0,000;ZROH;ND;005;0,0;999,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;006;Cobertura 6 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;191;191;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;1660;
;DA04;;10002674;TB VAC EDTA K3 HEMA S/ARESTA 4ML GBO;71.469,000;66.919,000;-450,000;UN;0,24;17.158,79;54.812,500;0,000;ZROH;PD;001;13,7;64,0;0020008197;GREINER BIO-ONE BRASIL PRODUTOS MED;23;19;4;C;Z1;1.200,000;0,000;0,000;1.200,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;108.000,000;12.450,000;84.100,000;78.850,000;65.800,000;71.100,000;69.700,000;@3J@;1016707710;10;;14/01/2020;15/01/2020;12.000,000;0,000;;2.667,60;142.800,000;4600003569;360;0,22;1.000,00;;19.443,000;70.188,000;72.850,000;52.300,000;72.550,000;69.900,000;70.700,000;70.800,000;69.900,000;69.700,000;72.200,000;65.650,000;4500307981;22/11/2019;;26.400,000;4500308907;27/11/2019;;33.600,000;4500309665;28/11/2019;;48.000,000;006;;;1;9;@08@;0,000;0;@0A@;57.319,000;21,0;@08@;5.000,000;00;LIBERADO;454021;10002220
;DA04;;10002674;TB VAC EDTA K3 HEMA S/ARESTA 4ML GBO;71.469,000;66.919,000;-450,000;UN;0,24;17.158,79;54.812,500;0,000;ZROH;PD;001;13,7;64,0;0020008197;GREINER BIO-ONE BRASIL PRODUTOS MED;23;19;4;C;Z1;1.200,000;0,000;0,000;1.200,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;108.000,000;12.450,000;84.100,000;78.850,000;65.800,000;71.100,000;69.700,000;@3J@;1016707711;10;;14/01/2020;;18.000,000;0,000;;4.001,40;142.800,000;4600003569;360;0,22;1.000,00;;19.443,000;70.188,000;72.850,000;52.300,000;72.550,000;69.900,000;70.700,000;70.800,000;69.900,000;69.700,000;72.200,000;65.650,000;4500307981;22/11/2019;;26.400,000;4500308907;27/11/2019;;33.600,000;4500309665;28/11/2019;;48.000,000;006;;;1;9;@08@;0,000;0;@0A@;57.319,000;21,0;@08@;5.000,000;00;LIBERADO;454021;10002220
;DA04;;10002674;TB VAC EDTA K3 HEMA S/ARESTA 4ML GBO;71.469,000;66.919,000;-450,000;UN;0,24;17.158,79;54.812,500;0,000;ZROH;PD;001;13,7;64,0;0020008197;GREINER BIO-ONE BRASIL PRODUTOS MED;23;19;4;C;Z1;1.200,000;0,000;0,000;1.200,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;108.000,000;12.450,000;84.100,000;78.850,000;65.800,000;71.100,000;69.700,000;@3J@;1016707712;10;;21/01/2020;;16.800,000;0,000;;3.734,64;142.800,000;4600003569;360;0,22;1.000,00;;19.443,000;70.188,000;72.850,000;52.300,000;72.550,000;69.900,000;70.700,000;70.800,000;69.900,000;69.700,000;72.200,000;65.650,000;4500307981;22/11/2019;;26.400,000;4500308907;27/11/2019;;33.600,000;4500309665;28/11/2019;;48.000,000;006;;;1;9;@08@;0,000;0;@0A@;57.319,000;21,0;@08@;5.000,000;00;LIBERADO;454021;10002220
;DA04;;10002674;TB VAC EDTA K3 HEMA S/ARESTA 4ML GBO;71.469,000;66.919,000;-450,000;UN;0,24;17.158,79;54.812,500;0,000;ZROH;PD;001;13,7;64,0;0020008197;GREINER BIO-ONE BRASIL PRODUTOS MED;23;19;4;C;Z1;1.200,000;0,000;0,000;1.200,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;108.000,000;12.450,000;84.100,000;78.850,000;65.800,000;71.100,000;69.700,000;@3J@;1016707713;10;;28/01/2020;;15.600,000;0,000;;3.467,88;142.800,000;4600003569;360;0,22;1.000,00;;19.443,000;70.188,000;72.850,000;52.300,000;72.550,000;69.900,000;70.700,000;70.800,000;69.900,000;69.700,000;72.200,000;65.650,000;4500307981;22/11/2019;;26.400,000;4500308907;27/11/2019;;33.600,000;4500309665;28/11/2019;;48.000,000;006;;;1;9;@08@;0,000;0;@0A@;57.319,000;21,0;@08@;5.000,000;00;LIBERADO;454021;10002220
;DA04;;10002674;TB VAC EDTA K3 HEMA S/ARESTA 4ML GBO;71.469,000;66.919,000;-450,000;UN;0,24;17.158,79;54.812,500;0,000;ZROH;PD;001;13,7;64,0;0020008197;GREINER BIO-ONE BRASIL PRODUTOS MED;23;19;4;C;Z1;1.200,000;0,000;0,000;1.200,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;108.000,000;12.450,000;84.100,000;78.850,000;65.800,000;71.100,000;69.700,000;@3J@;1016707714;10;;04/02/2020;;16.800,000;0,000;;3.734,64;142.800,000;4600003569;360;0,22;1.000,00;;19.443,000;70.188,000;72.850,000;52.300,000;72.550,000;69.900,000;70.700,000;70.800,000;69.900,000;69.700,000;72.200,000;65.650,000;4500307981;22/11/2019;;26.400,000;4500308907;27/11/2019;;33.600,000;4500309665;28/11/2019;;48.000,000;006;;;1;9;@08@;0,000;0;@0A@;57.319,000;21,0;@08@;5.000,000;00;LIBERADO;454021;10002220
;D969;;10002674;TB VAC EDTA K3 HEMA S/ARESTA 4ML GBO;0,000;0,000;0,000;UN;0,24;0,00;3,592;0,000;ZROH;VV;006;0,0;56,0;DA04;ARMAZEM-PE;2;0;2;C;Z1;50,000;0,000;0,000;50,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;50,000;1,250;31,250;25,000;18,750;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;50,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;5500001368;29/11/2019;31/12/9999;50,000;;;;0,000;;;;0,000;;;;190;222;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;454021;10002220
