Centro;Material;Descrição;Saldo Disp.;Preço Unit.;Nec.DEZ/2019;Nec.JAN/2020;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Num.Mat.Fab.
DA04;10005163;MEIO CULT CARY BLAIR 132C C/SWAB CRAL;4.213,00;1,41;544,375;435,5;8.187,00;200;446;473;411;579;230917
DA04;10005317;MULTISTIX 10 SG FASE IV SIEMENS;81;46,83;120;101;97;104;104;72;91;87;10313959
DA04;10005317;MULTISTIX 10 SG FASE IV SIEMENS;81;46,83;120;101;97;104;104;72;91;87;10313959
DA04;10005317;MULTISTIX 10 SG FASE IV SIEMENS;81;46,83;120;101;97;104;104;72;91;87;10313959
DA04;10005317;MULTISTIX 10 SG FASE IV SIEMENS;81;46,83;120;101;97;104;104;72;91;87;10313959
DA04;10005317;MULTISTIX 10 SG FASE IV SIEMENS;81;46,83;120;101;97;104;104;72;91;87;10313959
DA04;10005779;SOL PREENCH PH 860/865 348 3X3ML SIEMENS;0;0;0;0;0;0;0;0;0;0;10311046
D969;10005896;LEUCOTIFF 1L ABX;0;36,27;132,19;105,752;74;105;124;117;117;108;1210206013
DA04;10005896;LEUCOTIFF 1L ABX;133;36,27;213;174;139;180;175;177;197;169;1210206013
DA04;10005896;LEUCOTIFF 1L ABX;133;36,27;213;174;139;180;175;177;197;169;1210206013
DA04;10005896;LEUCOTIFF 1L ABX;133;36,27;213;174;139;180;175;177;197;169;1210206013
DA04;10005896;LEUCOTIFF 1L ABX;133;36,27;213;174;139;180;175;177;197;169;1210206013
DA04;10006303;AP BARBEAR DESC P/TRICOTOMIA;0;0;0;0;0;0;0;0;0;0;150009
DA04;10006471;ADAPT HOLDER USO UNICO BD;1.360,00;0,12;0;85;250;327;250;250;0;0;364815
D969;10006502;MEIO CULT HEMOC PEDIATRICA PLUS F BD;0;9,2;5;4;0;0;0;0;0;0;442020
DA04;10006502;MEIO CULT HEMOC PEDIATRICA PLUS F BD;741;9,2;1.058,00;1.026,00;856;1.160,00;745;1.000,00;802;809;442020
DA04;10006502;MEIO CULT HEMOC PEDIATRICA PLUS F BD;741;9,2;1.058,00;1.026,00;856;1.160,00;745;1.000,00;802;809;442020
DA04;10006502;MEIO CULT HEMOC PEDIATRICA PLUS F BD;741;9,2;1.058,00;1.026,00;856;1.160,00;745;1.000,00;802;809;442020
DA04;10006502;MEIO CULT HEMOC PEDIATRICA PLUS F BD;741;9,2;1.058,00;1.026,00;856;1.160,00;745;1.000,00;802;809;442020
DA04;10006502;MEIO CULT HEMOC PEDIATRICA PLUS F BD;741;9,2;1.058,00;1.026,00;856;1.160,00;745;1.000,00;802;809;442020
DA04;10006502;MEIO CULT HEMOC PEDIATRICA PLUS F BD;741;9,2;1.058,00;1.026,00;856;1.160,00;745;1.000,00;802;809;442020
DA04;10006519;TB VAC HEMOG TP BC PPT 13X1005ML BD;4.700,00;1,5;1.443,00;1.423,00;1.600,00;4.500,00;3.000,00;1.500,00;900;1.600,00;362788
DA04;10006767;TB VAC EDTA K3 GLICOSE FLUOR 2ML GBO;8.150,00;0,38;6.150,00;6.300,00;3.300,00;8.295,00;5.100,00;5.800,00;5.900,00;3.850,00;454221
DA04;10006767;TB VAC EDTA K3 GLICOSE FLUOR 2ML GBO;8.150,00;0,38;6.150,00;6.300,00;3.300,00;8.295,00;5.100,00;5.800,00;5.900,00;3.850,00;454221
DA04;10006767;TB VAC EDTA K3 GLICOSE FLUOR 2ML GBO;8.150,00;0,38;6.150,00;6.300,00;3.300,00;8.295,00;5.100,00;5.800,00;5.900,00;3.850,00;454221
DA04;10007180;ESCOVA CERV ESPAT PLAST K.PLAST;0;1,71;0;2;2;385;0;0;200;0;TPCAP
DA04;10007231;CONCHA INOX P/GELO SECO BRINOX;0;26,62;0;0;0;0;3;8;0;0;10007231
DA04;10007360;RGT TROPONIN T CARD POC SW 10T ROCHE;3;114,66;36;23;35;15;33;21;35;13;7007302190
DA04;10007360;RGT TROPONIN T CARD POC SW 10T ROCHE;3;114,66;36;23;35;15;33;21;35;13;7007302190
DA04;10007360;RGT TROPONIN T CARD POC SW 10T ROCHE;3;114,66;36;23;35;15;33;21;35;13;7007302190
DA04;10007360;RGT TROPONIN T CARD POC SW 10T ROCHE;3;114,66;36;23;35;15;33;21;35;13;7007302190
DA04;10007360;RGT TROPONIN T CARD POC SW 10T ROCHE;3;114,66;36;23;35;15;33;21;35;13;7007302190
DA04;10007360;RGT TROPONIN T CARD POC SW 10T ROCHE;3;114,66;36;23;35;15;33;21;35;13;7007302190
DA04;10007777;SAF CONSERVANT P/FEZES 50ML COPROPLUS;2.500,00;2,22;2.060,63;1.648,50;1.180,00;1.105,00;1.101,00;2.394,00;2.200,00;900;NL.CPU.SAF /S
DA04;10007777;SAF CONSERVANT P/FEZES 50ML COPROPLUS;2.500,00;2,22;2.060,63;1.648,50;1.180,00;1.105,00;1.101,00;2.394,00;2.200,00;900;NL.CPU.SAF /S
DA04;10007777;SAF CONSERVANT P/FEZES 50ML COPROPLUS;2.500,00;2,22;2.060,63;1.648,50;1.180,00;1.105,00;1.101,00;2.394,00;2.200,00;900;NL.CPU.SAF /S
DA04;10007777;SAF CONSERVANT P/FEZES 50ML COPROPLUS;2.500,00;2,22;2.060,63;1.648,50;1.180,00;1.105,00;1.101,00;2.394,00;2.200,00;900;NL.CPU.SAF /S
DA04;10007777;SAF CONSERVANT P/FEZES 50ML COPROPLUS;2.500,00;2,22;2.060,63;1.648,50;1.180,00;1.105,00;1.101,00;2.394,00;2.200,00;900;NL.CPU.SAF /S
D969;10007777;SAF CONSERVANT P/FEZES 50ML COPROPLUS;0;2,32;0;0;0;0;0;0;0;0;NL.CPU.SAF /S
DA04;10007863;COLORGRAN COLORACAO AMINAS HEMOGRAM;29;144,9;28;23;11;9;24;21;34;13;HMG010606489EN
DA04;10007863;COLORGRAN COLORACAO AMINAS HEMOGRAM;29;144,9;28;23;11;9;24;21;34;13;HMG010606489EN
DA04;10007863;COLORGRAN COLORACAO AMINAS HEMOGRAM;29;144,9;28;23;11;9;24;21;34;13;HMG010606489EN
DA04;10007863;COLORGRAN COLORACAO AMINAS HEMOGRAM;29;144,9;28;23;11;9;24;21;34;13;HMG010606489EN
D969;10007863;COLORGRAN COLORACAO AMINAS HEMOGRAM;0;143,22;25;20;4;6;24;18;30;10;HMG010606489EN
DA04;10007880;CLOREXID ALCOOLICA 0.5% 100ML;0;3,8;0;0;0;0;0;0;0;0;203374
DA04;10007922;MINICOLLE SIST COAG FLUOR 0.25ML GBO;0;0;0;0;0;0;0;0;0;0;450481
DA04;10008058;ESCALP 7 C/TRAV AM P/AGUL 21G C/50 BD;15;92,63;13;20;131;22;13;16;18;11;367257
DA04;10008058;ESCALP 7 C/TRAV AM P/AGUL 21G C/50 BD;15;92,63;13;20;131;22;13;16;18;11;367257
DA04;10008058;ESCALP 7 C/TRAV AM P/AGUL 21G C/50 BD;15;92,63;13;20;131;22;13;16;18;11;367257
DA04;10008058;ESCALP 7 C/TRAV AM P/AGUL 21G C/50 BD;15;92,63;13;20;131;22;13;16;18;11;367257
DA04;10008058;ESCALP 7 C/TRAV AM P/AGUL 21G C/50 BD;15;92,63;13;20;131;22;13;16;18;11;367257
DA04;10008281;ESCALPE VAC C/TRAVA C/50 23G BD;105;90,13;131;147;153;140;123;113;123;117;367256
DA04;10008281;ESCALPE VAC C/TRAVA C/50 23G BD;105;90,13;131;147;153;140;123;113;123;117;367256
DA04;10008281;ESCALPE VAC C/TRAVA C/50 23G BD;105;90,13;131;147;153;140;123;113;123;117;367256
DA04;10008281;ESCALPE VAC C/TRAVA C/50 23G BD;105;90,13;131;147;153;140;123;113;123;117;367256
DA04;10008281;ESCALPE VAC C/TRAVA C/50 23G BD;105;90,13;131;147;153;140;123;113;123;117;367256
D969;10008318;CTR LYPHOCHEK QUANT URINA NV1 NORMAL;0;277,63;2,085;1,668;0;0;0;5;0;0;376
DA04;10008318;CTR LYPHOCHEK QUANT URINA NV1 NORMAL;14;217,5;2;2;0;0;0;5;0;0;376
D969;10008347;CTR LYPHOCHEK QUANT URINA NV2 NORMAL;0;271,48;2,5;2;0;0;0;2;2;1;377
DA04;10008347;CTR LYPHOCHEK QUANT URINA NV2 NORMAL;11;250,34;2;2;0;0;0;2;2;1;377
DA04;10008428;DISCO CLORANFEN 30MCG C/50;9;92,34;1;1;0;0;0;0;2;0;1625
D969;10008428;DISCO CLORANFEN 30MCG C/50;0;90,78;1,25;1;0;0;0;0;2;0;1625
DA04;10008498;KIT P/COL MICOLOG C/ESPAT PAP PALITO;1.606,00;1,49;844;669;1.123,00;724;308;355;341;487;998
DA04;10008545;COL URINA 24HS AMBAR 2L CRAL;1.556,00;2,24;1.507,00;1.524,00;1.097,00;991;1.047,00;1.181,00;1.102,00;1.008,00;CLT24H2LA
DA04;10008545;COL URINA 24HS AMBAR 2L CRAL;1.556,00;2,24;1.507,00;1.524,00;1.097,00;991;1.047,00;1.181,00;1.102,00;1.008,00;CLT24H2LA
DA04;10008545;COL URINA 24HS AMBAR 2L CRAL;1.556,00;2,24;1.507,00;1.524,00;1.097,00;991;1.047,00;1.181,00;1.102,00;1.008,00;CLT24H2LA
DA04;10008545;COL URINA 24HS AMBAR 2L CRAL;1.556,00;2,24;1.507,00;1.524,00;1.097,00;991;1.047,00;1.181,00;1.102,00;1.008,00;CLT24H2LA
DA04;10008545;COL URINA 24HS AMBAR 2L CRAL;1.556,00;2,24;1.507,00;1.524,00;1.097,00;991;1.047,00;1.181,00;1.102,00;1.008,00;CLT24H2LA
DA04;10008545;COL URINA 24HS AMBAR 2L CRAL;1.556,00;2,24;1.507,00;1.524,00;1.097,00;991;1.047,00;1.181,00;1.102,00;1.008,00;CLT24H2LA
DA04;10008545;COL URINA 24HS AMBAR 2L CRAL;1.556,00;2,24;1.507,00;1.524,00;1.097,00;991;1.047,00;1.181,00;1.102,00;1.008,00;CLT24H2LA
D969;10008545;COL URINA 24HS AMBAR 2L CRAL;0;2,83;0;0;0;0;0;0;0;0;CLT24H2LA
DA04;10008633;GLUTOL LIQ LIMAO 75G 300ML;1.114,00;3,34;1.170,00;1.148,00;778;959;704;836;1.029,00;707;610667
DA04;10008633;GLUTOL LIQ LIMAO 75G 300ML;1.114,00;3,34;1.170,00;1.148,00;778;959;704;836;1.029,00;707;610667
DA04;10008633;GLUTOL LIQ LIMAO 75G 300ML;1.114,00;3,34;1.170,00;1.148,00;778;959;704;836;1.029,00;707;610667
DA04;10008633;GLUTOL LIQ LIMAO 75G 300ML;1.114,00;3,34;1.170,00;1.148,00;778;959;704;836;1.029,00;707;610667
DA04;10008633;GLUTOL LIQ LIMAO 75G 300ML;1.114,00;3,34;1.170,00;1.148,00;778;959;704;836;1.029,00;707;610667
DA04;10008633;GLUTOL LIQ LIMAO 75G 300ML;1.114,00;3,34;1.170,00;1.148,00;778;959;704;836;1.029,00;707;610667
D969;10008633;GLUTOL LIQ LIMAO 75G 300ML;0;2,89;0,315;0,252;0;0;0;0;0;0;610667
DA04;10008776;GLUTOL LIQ LIMAO 100G 300ML;0;3,55;12;7;3;2;3;0;3;1;610673
D969;10008778;COL PERFURO CORTANTE 13L DESCARPACK;0;4,68;12,19;9,752;6;6;12;10;10;13;150027
DA04;10008778;COL PERFURO CORTANTE 13L DESCARPACK;105;4,68;172;143;106;129;107;134;127;84;150027
DA04;10008778;COL PERFURO CORTANTE 13L DESCARPACK;105;4,68;172;143;106;129;107;134;127;84;150027
DA04;10008778;COL PERFURO CORTANTE 13L DESCARPACK;105;4,68;172;143;106;129;107;134;127;84;150027
DA04;10008778;COL PERFURO CORTANTE 13L DESCARPACK;105;4,68;172;143;106;129;107;134;127;84;150027
DA04;10008778;COL PERFURO CORTANTE 13L DESCARPACK;105;4,68;172;143;106;129;107;134;127;84;150027
DA04;10008778;COL PERFURO CORTANTE 13L DESCARPACK;105;4,68;172;143;106;129;107;134;127;84;150027
DA04;10008778;COL PERFURO CORTANTE 13L DESCARPACK;105;4,68;172;143;106;129;107;134;127;84;150027
DA04;10008800;MINICOLLE SANG COAG EDTAK3 0.5ML GBO;5.100,00;0,92;4.700,00;3.500,00;3.600,00;3.600,00;2.700,00;3.500,00;2.900,00;2.900,00;450475
DA04;10008800;MINICOLLE SANG COAG EDTAK3 0.5ML GBO;5.100,00;0,92;4.700,00;3.500,00;3.600,00;3.600,00;2.700,00;3.500,00;2.900,00;2.900,00;450475
DA04;10008820;MINICOLLEC SIST SANG SOROL 0.8ML GBO;4.400,00;0,95;3.400,00;2.600,00;1.900,00;2.000,00;1.200,00;2.300,00;2.000,00;2.000,00;450472
DA04;10008820;MINICOLLEC SIST SANG SOROL 0.8ML GBO;4.400,00;0,95;3.400,00;2.600,00;1.900,00;2.000,00;1.200,00;2.300,00;2.000,00;2.000,00;450472
D969;10008837;PONT GILSON 0.1-10UL C/1000 CRAL;0;25;0;0;0;0;0;0;0;0;18261
DA04;10008837;PONT GILSON 0.1-10UL C/1000 CRAL;0;25;0;0;0;0;0;0;0;0;18261
DA04;10008894;TB SUP AMBAR PLAST GBO;600;0,18;284;0;0;0;0;0;200;200;450419
DA04;10008934;FUNIL INCO ARTG PLAST S/RGT GBO;33.570,00;0,18;4.969,00;3.359,00;0;0;0;0;930;0;450421
DA04;10009056;PL AGAR SANG CARN 90MM C/10 BMX;0;27,96;0;0;0;0;0;0;0;0;35095
D969;10009056;PL AGAR SANG CARN 90MM C/10 BMX;0;28,18;0;0;0;0;0;0;0;0;35095
DA04;10009175;TB P/COLETA SALIVA SALIVETTE SARSTEDT;330;1,9;325;278;0;0;601;206;8;20;511534
D969;10009266;CURAT ADUL ESTL COPERTINA C/500 CRAL;0;12,1;0,315;0,252;0;0;0;0;0;0;COPE500
DA04;10009266;CURAT ADUL ESTL COPERTINA C/500 CRAL;321;13,31;224;194;139;169;161;184;180;132;COPE500
DA04;10009266;CURAT ADUL ESTL COPERTINA C/500 CRAL;321;13,31;224;194;139;169;161;184;180;132;COPE500
DA04;10009266;CURAT ADUL ESTL COPERTINA C/500 CRAL;321;13,31;224;194;139;169;161;184;180;132;COPE500
DA04;10009266;CURAT ADUL ESTL COPERTINA C/500 CRAL;321;13,31;224;194;139;169;161;184;180;132;COPE500
DA04;10009266;CURAT ADUL ESTL COPERTINA C/500 CRAL;321;13,31;224;194;139;169;161;184;180;132;COPE500
DA04;10009276;TB S MONOVETTE P/GASOMETRIA SARSTEDT;6.500,00;1,75;5.700,00;4.600,00;5.500,00;4.700,00;4.300,00;4.200,00;5.100,00;3.400,00;51147020
DA04;10009276;TB S MONOVETTE P/GASOMETRIA SARSTEDT;6.500,00;1,75;5.700,00;4.600,00;5.500,00;4.700,00;4.300,00;4.200,00;5.100,00;3.400,00;51147020
DA04;10009276;TB S MONOVETTE P/GASOMETRIA SARSTEDT;6.500,00;1,75;5.700,00;4.600,00;5.500,00;4.700,00;4.300,00;4.200,00;5.100,00;3.400,00;51147020
DA04;10009276;TB S MONOVETTE P/GASOMETRIA SARSTEDT;6.500,00;1,75;5.700,00;4.600,00;5.500,00;4.700,00;4.300,00;4.200,00;5.100,00;3.400,00;51147020
DA04;10009305;ESCALPE ASSEPTO C/TRAVA 25G BD;1.400,00;1,41;2.800,00;3.400,00;3.150,00;1.800,00;1.800,00;1.200,00;1.600,00;1.800,00;38732614
DA04;10009305;ESCALPE ASSEPTO C/TRAVA 25G BD;1.400,00;1,41;2.800,00;3.400,00;3.150,00;1.800,00;1.800,00;1.200,00;1.600,00;1.800,00;38732614
DA04;10009305;ESCALPE ASSEPTO C/TRAVA 25G BD;1.400,00;1,41;2.800,00;3.400,00;3.150,00;1.800,00;1.800,00;1.200,00;1.600,00;1.800,00;38732614
DA04;10009305;ESCALPE ASSEPTO C/TRAVA 25G BD;1.400,00;1,41;2.800,00;3.400,00;3.150,00;1.800,00;1.800,00;1.200,00;1.600,00;1.800,00;38732614
DA04;10009305;ESCALPE ASSEPTO C/TRAVA 25G BD;1.400,00;1,41;2.800,00;3.400,00;3.150,00;1.800,00;1.800,00;1.200,00;1.600,00;1.800,00;38732614
D969;10009481;TB AMBAR SOROL C/GEL 3.5ML GBO;0;0,51;0;0;0;0;0;0;0;0;454482
DA04;10009481;TB AMBAR SOROL C/GEL 3.5ML GBO;9.949,00;0,51;8.980,00;9.440,00;7.432,00;7.568,00;8.217,00;9.500,00;8.996,00;6.846,00;454482
DA04;10009481;TB AMBAR SOROL C/GEL 3.5ML GBO;9.949,00;0,51;8.980,00;9.440,00;7.432,00;7.568,00;8.217,00;9.500,00;8.996,00;6.846,00;454482
DA04;10009481;TB AMBAR SOROL C/GEL 3.5ML GBO;9.949,00;0,51;8.980,00;9.440,00;7.432,00;7.568,00;8.217,00;9.500,00;8.996,00;6.846,00;454482
DA04;10009481;TB AMBAR SOROL C/GEL 3.5ML GBO;9.949,00;0,51;8.980,00;9.440,00;7.432,00;7.568,00;8.217,00;9.500,00;8.996,00;6.846,00;454482
DA04;10009570;PINCA ANATOMICA 16CM;0;25;0;0;8;0;2;0;0;0;172-16
D969;10009570;PINCA ANATOMICA 16CM;7;25;0;0;0;0;0;0;0;0;172-16
DA04;10009575;LAMINULA 24X32MM PRECISION C/100 CRAL;120;3,57;83;53;24;15;14;11;88;10;P24X32
DA04;10009575;LAMINULA 24X32MM PRECISION C/100 CRAL;120;3,57;83;53;24;15;14;11;88;10;P24X32
DA04;10009575;LAMINULA 24X32MM PRECISION C/100 CRAL;120;3,57;83;53;24;15;14;11;88;10;P24X32
DA04;10009575;LAMINULA 24X32MM PRECISION C/100 CRAL;120;3,57;83;53;24;15;14;11;88;10;P24X32
DA04;10009575;LAMINULA 24X32MM PRECISION C/100 CRAL;120;3,57;83;53;24;15;14;11;88;10;P24X32
DA04;10009578;CTR PC UNIV ELEC ROCHE;5;82,91;0;1;0;0;0;0;0;1;11731416190
D969;10009578;CTR PC UNIV ELEC ROCHE;0;99,49;0;0;0;0;0;0;0;1;11731416190
DA04;10009622;JARRA GRADUADA C/TP 4L;0;48;0;0;0;0;5;0;0;0;2138
DA04;10009636;ALCA SECRE OC DESC ESTL 10UL CRAL;9.810,00;0,13;1.261,00;1.314,00;0;1.000,00;0;1.000,00;1.100,00;1.290,00;182881P
D969;10009636;ALCA SECRE OC DESC ESTL 10UL CRAL;0;0,11;0;0;0;0;0;0;0;0;182881P
DA04;10009644;MEIO CULT AMIES 114C C/CARV+SWAB CRAL;6.094,00;1,41;5.017,00;4.512,00;3.900,00;4.300,00;3.800,00;4.100,00;4.500,00;3.306,00;230707C
DA04;10009644;MEIO CULT AMIES 114C C/CARV+SWAB CRAL;6.094,00;1,41;5.017,00;4.512,00;3.900,00;4.300,00;3.800,00;4.100,00;4.500,00;3.306,00;230707C
DA04;10009644;MEIO CULT AMIES 114C C/CARV+SWAB CRAL;6.094,00;1,41;5.017,00;4.512,00;3.900,00;4.300,00;3.800,00;4.100,00;4.500,00;3.306,00;230707C
DA04;10009644;MEIO CULT AMIES 114C C/CARV+SWAB CRAL;6.094,00;1,41;5.017,00;4.512,00;3.900,00;4.300,00;3.800,00;4.100,00;4.500,00;3.306,00;230707C
DA04;10009644;MEIO CULT AMIES 114C C/CARV+SWAB CRAL;6.094,00;1,41;5.017,00;4.512,00;3.900,00;4.300,00;3.800,00;4.100,00;4.500,00;3.306,00;230707C
DA04;10009644;MEIO CULT AMIES 114C C/CARV+SWAB CRAL;6.094,00;1,41;5.017,00;4.512,00;3.900,00;4.300,00;3.800,00;4.100,00;4.500,00;3.306,00;230707C
DA04;10009644;MEIO CULT AMIES 114C C/CARV+SWAB CRAL;6.094,00;1,41;5.017,00;4.512,00;3.900,00;4.300,00;3.800,00;4.100,00;4.500,00;3.306,00;230707C
